unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1561680000,6/28/2019 0:00,LTC/USD,113.88,121.74,112.35,119.33,96274.34535,11488417.63
1561593600,6/27/2019 0:00,LTC/USD,130.38,132.22,108.6,113.95,240546.1406,27410232.72
1561507200,6/26/2019 0:00,LTC/USD,135.49,138.1,123.94,130.53,162101.6111,21159123.3
1561420800,6/25/2019 0:00,LTC/USD,135.63,138.41,128.73,135.71,71299.51242,9676056.83
1561334400,6/24/2019 0:00,LTC/USD,136.5,136.5,132.12,135.22,78483.33105,10612516.03
1561248000,6/23/2019 0:00,LTC/USD,141.2,142.27,135.52,136.44,64253.04867,8766685.961
1561161600,6/22/2019 0:00,LTC/USD,138.88,146,137.78,141.46,108177.2901,15302759.45
1561075200,6/21/2019 0:00,LTC/USD,135.81,141.56,135.36,138.88,83579.59777,11607534.54
1560988800,6/20/2019 0:00,LTC/USD,136.45,137.2,133.34,135.52,37861.24724,5130956.226
1560902400,6/19/2019 0:00,LTC/USD,135.3,139.99,133.55,136.62,54290.36113,7417149.137
1560816000,6/18/2019 0:00,LTC/USD,134.27,137.03,128.75,135,58463.46425,7892567.673
1560729600,6/17/2019 0:00,LTC/USD,136.96,137.29,132.1,134,45636.9153,6115346.651
1560643200,6/16/2019 0:00,LTC/USD,138.06,139.1,133.67,136.79,47175.10219,6453082.229
1560556800,6/15/2019 0:00,LTC/USD,132.88,140.17,132.88,138.06,38001.60383,5246501.425
1560470400,6/14/2019 0:00,LTC/USD,131.18,133.35,125.75,132.9,71199.69658,9462439.675
1560384000,6/13/2019 0:00,LTC/USD,136.27,137,128.02,130.94,72472.35894,9489530.679
1560297600,6/12/2019 0:00,LTC/USD,136.68,144.88,130.45,135.97,150091.9425,20408001.42
1560211200,6/11/2019 0:00,LTC/USD,129.94,139.1,125.41,136.29,116953.9864,15939658.8
1560124800,6/10/2019 0:00,LTC/USD,114.54,130.5,112.59,129.92,99642.34744,12945533.78
1560038400,6/9/2019 0:00,LTC/USD,118.73,119.2,111.35,115.07,41534.19747,4779340.103
1559952000,6/8/2019 0:00,LTC/USD,116.93,119.79,114.03,118.51,22364.7158,2650442.47
1559865600,6/7/2019 0:00,LTC/USD,111.81,121.29,109.97,117.15,72055.01252,8441244.717
1559779200,6/6/2019 0:00,LTC/USD,103.74,112.2,101,111.35,56201.3295,6258018.039
1559692800,6/5/2019 0:00,LTC/USD,102.18,105.29,100.06,104,34408.57755,3578492.065
1559606400,6/4/2019 0:00,LTC/USD,105.49,114.5,97.59,102,94726.04867,9662056.964
1559520000,6/3/2019 0:00,LTC/USD,114.54,116.26,104.52,105.95,73560.41597,7793726.072
