unix,date,symbol,open,high,low,close,Volume XRP,Volume USD
1636761600,2021-11-13 00:00:00,XRP/USD,1.18882,1.20394,1.16789,1.18945,26696644.49290633,31754323.79208743
1636675200,2021-11-12 00:00:00,XRP/USD,1.21451,1.23318,1.15331,1.18933,42160090.60404302,50142260.55810649
1636588800,2021-11-11 00:00:00,XRP/USD,1.18797,1.25410,1.17731,1.21529,24814855.73350559,30157246.02437201
1636502400,2021-11-10 00:00:00,XRP/USD,1.25693,1.34940,1.12000,1.19358,70001631.63172774,83552547.4829976
1636416000,2021-11-09 00:00:00,XRP/USD,1.28101,1.28833,1.22477,1.25724,53735124.38306327,67557947.77936247
1636329600,2021-11-08 00:00:00,XRP/USD,1.22137,1.29715,1.21975,1.28205,42570594.64678075,54577630.86690526
1636243200,2021-11-07 00:00:00,XRP/USD,1.15159,1.23862,1.14609,1.21950,28621176.99603736,34903525.34666756
1636156800,2021-11-06 00:00:00,XRP/USD,1.15810,1.17811,1.10000,1.15206,15927607.35902384,18349559.334037006
1636070400,2021-11-05 00:00:00,XRP/USD,1.20130,1.20130,1.13300,1.15920,28992376.29829531,33607962.604983926
1635984000,2021-11-04 00:00:00,XRP/USD,1.21139,1.25818,1.16356,1.20174,41174457.26036579,49480992.26807199
1635897600,2021-11-03 00:00:00,XRP/USD,1.13623,1.23623,1.12700,1.21022,42308072.83002322,51202075.900350705
1635811200,2021-11-02 00:00:00,XRP/USD,1.09354,1.14776,1.08674,1.13496,33709420.90401815,38258844.34922444
1635724800,2021-11-01 00:00:00,XRP/USD,1.11480,1.13300,1.07047,1.09220,31289284.49842635,34174156.529181264
1635638400,2021-10-31 00:00:00,XRP/USD,1.08486,1.15519,1.06933,1.11333,30033939.23228717,33437685.56548227
1635552000,2021-10-30 00:00:00,XRP/USD,1.08265,1.11696,1.06200,1.08538,20286229.07425456,22018267.312614415
1635465600,2021-10-29 00:00:00,XRP/USD,1.06088,1.09107,1.05329,1.08159,30453720.77079324,32938439.848482262
1635379200,2021-10-28 00:00:00,XRP/USD,0.99817,1.08178,0.98168,1.05751,42082448.51425695,44502610.128311865
1635292800,2021-10-27 00:00:00,XRP/USD,1.10690,1.12490,0.96000,0.99535,57906478.24560147,57637213.12175942
1635206400,2021-10-26 00:00:00,XRP/USD,1.09456,1.16000,1.09020,1.10719,26831609.37518766,29707689.584114023
1635120000,2021-10-25 00:00:00,XRP/USD,1.08218,1.10300,1.07837,1.09474,16133743.28451613,17662254.123291187
1635033600,2021-10-24 00:00:00,XRP/USD,1.09452,1.09601,1.05290,1.08192,14223630.42935685,15388830.234129764
1634947200,2021-10-23 00:00:00,XRP/USD,1.08898,1.10155,1.07558,1.09389,13166221.79824805,14402398.36288556
1634860800,2021-10-22 00:00:00,XRP/USD,1.08881,1.12733,1.07100,1.08837,21393971.73529130,23284557.01753899
1634774400,2021-10-21 00:00:00,XRP/USD,1.14673,1.16792,1.08500,1.08847,42879123.28428092,46672639.32124125
1634688000,2021-10-20 00:00:00,XRP/USD,1.09159,1.15305,1.08716,1.14587,24725722.90728248,28332464.107767772
1634601600,2021-10-19 00:00:00,XRP/USD,1.08333,1.10065,1.06400,1.09114,16423311.44357433,17920132.048541695
1634515200,2021-10-18 00:00:00,XRP/USD,1.09513,1.10622,1.06400,1.08361,27943231.11170551,30279564.66495521
1634428800,2021-10-17 00:00:00,XRP/USD,1.13477,1.14023,1.02200,1.09328,19836782.37017629,21687157.429666333
1634342400,2021-10-16 00:00:00,XRP/USD,1.14115,1.18600,1.12948,1.13357,18074944.25156714,20489214.55524896
1634256000,2021-10-15 00:00:00,XRP/USD,1.13353,1.16665,1.09197,1.14075,37048001.15672055,42262507.31952897
1634169600,2021-10-14 00:00:00,XRP/USD,1.12770,1.15779,1.11739,1.13417,17776021.24900270,20161030.019981388
1634083200,2021-10-13 00:00:00,XRP/USD,1.10155,1.13852,1.07480,1.12887,22631761.98919144,25548317.156738542
1633996800,2021-10-12 00:00:00,XRP/USD,1.13586,1.13586,1.06500,1.10168,26359531.60157182,29039768.774819642
1633910400,2021-10-11 00:00:00,XRP/USD,1.13588,1.18202,1.10260,1.13586,25038440.77277694,28440163.336166415
1633824000,2021-10-10 00:00:00,XRP/USD,1.16107,1.23000,1.12699,1.13588,32043619.63403741,36397706.66991041
1633737600,2021-10-09 00:00:00,XRP/USD,1.06386,1.20913,1.05747,1.15975,33218959.22649274,38525687.96292496
1633651200,2021-10-08 00:00:00,XRP/USD,1.06751,1.09225,1.04573,1.06249,19243347.00175621,20445863.755895954
1633564800,2021-10-07 00:00:00,XRP/USD,1.07797,1.09437,1.04400,1.06728,19246192.51821141,20541076.350836672
1633478400,2021-10-06 00:00:00,XRP/USD,1.08343,1.10735,1.01800,1.07721,30570496.14060546,32930844.14762161
1633392000,2021-10-05 00:00:00,XRP/USD,1.04372,1.08886,1.03817,1.08404,27810164.18959501,30147330.388088573
1633305600,2021-10-04 00:00:00,XRP/USD,1.05469,1.06078,1.00694,1.04225,26060505.80088537,27161562.170972772
1633219200,2021-10-03 00:00:00,XRP/USD,1.03703,1.08864,1.02100,1.05469,15024451.95799519,15846139.235577945
1633132800,2021-10-02 00:00:00,XRP/USD,1.04166,1.07270,1.00829,1.03586,15410785.94508541,15963416.729076173
1633046400,2021-10-01 00:00:00,XRP/USD,0.95407,1.06802,0.94440,1.04213,31225371.49338875,32540896.394405216
1632960000,2021-09-30 00:00:00,XRP/USD,0.92702,0.96323,0.92129,0.95174,21319971.43367638,20291069.61228716
1632873600,2021-09-29 00:00:00,XRP/USD,0.89141,0.99362,0.88672,0.92744,27073707.42905352,25109239.218001395
1632787200,2021-09-28 00:00:00,XRP/USD,0.92209,0.94323,0.89000,0.89249,22077234.59255074,19703711.10150561
1632700800,2021-09-27 00:00:00,XRP/USD,0.94319,0.98156,0.92013,0.92157,22274281.03902409,20527309.17713343
1632614400,2021-09-26 00:00:00,XRP/USD,0.93998,0.95731,0.89268,0.94472,14209519.77295848,13424017.519909335
1632528000,2021-09-25 00:00:00,XRP/USD,0.94462,0.95660,0.91680,0.94052,10958579.85503183,10306763.525254536
1632441600,2021-09-24 00:00:00,XRP/USD,1.00207,1.00366,0.88600,0.94492,34335326.91970907,32444137.112971496
1632355200,2021-09-23 00:00:00,XRP/USD,1.00454,1.01783,0.96860,1.00138,18948622.04943977,18974771.147867996
1632268800,2021-09-22 00:00:00,XRP/USD,0.87348,1.00948,0.86811,1.00413,31072630.22337226,31200960.186194785
1632182400,2021-09-21 00:00:00,XRP/USD,0.92160,0.95923,0.85770,0.87138,33416420.95246599,29118400.889559813
1632096000,2021-09-20 00:00:00,XRP/USD,1.04839,1.04908,0.87500,0.91950,55151433.56247152,50711743.16069256
1632009600,2021-09-19 00:00:00,XRP/USD,1.07491,1.08370,1.03856,1.04839,6573652.83224779,6891751.89280026
1631923200,2021-09-18 00:00:00,XRP/USD,1.06638,1.09468,1.05713,1.07558,7560689.40906255,8132126.314599498
1631836800,2021-09-17 00:00:00,XRP/USD,1.08892,1.10277,1.05148,1.06619,18296109.36911722,19507128.848259088
1631750400,2021-09-16 00:00:00,XRP/USD,1.12090,1.13012,1.06681,1.09161,13461772.59470855,14695005.582109801
1631664000,2021-09-15 00:00:00,XRP/USD,1.09546,1.13048,1.07952,1.12193,17623478.98805603,19772309.781069703
1631577600,2021-09-14 00:00:00,XRP/USD,1.06517,1.09816,1.05758,1.09621,17966670.42549029,19695243.78712671
1631491200,2021-09-13 00:00:00,XRP/USD,1.11854,1.12594,1.02355,1.06449,28345234.09338761,30173218.240070175
1631404800,2021-09-12 00:00:00,XRP/USD,1.07833,1.12660,1.05800,1.11829,14038400.11602314,15699002.465747517
1631318400,2021-09-11 00:00:00,XRP/USD,1.05563,1.11273,1.05200,1.07825,14508949.61197683,15644274.919114016
1631232000,2021-09-10 00:00:00,XRP/USD,1.08726,1.24400,1.02978,1.05553,44316346.77202626,46777233.50827689
1631145600,2021-09-09 00:00:00,XRP/USD,1.10047,1.13800,1.07304,1.08703,24200643.44629284,26306825.445423704
1631059200,2021-09-08 00:00:00,XRP/USD,1.13079,1.14800,1.01488,1.09921,35315513.01353103,38819165.059603445
1630972800,2021-09-07 00:00:00,XRP/USD,1.39086,1.39322,0.95003,1.12807,93123083.03770687,105049356.28234598
1630886400,2021-09-06 00:00:00,XRP/USD,1.30830,1.41620,1.30830,1.39079,40053809.78238194,55706438.10723897
1630800000,2021-09-05 00:00:00,XRP/USD,1.25655,1.31307,1.23736,1.30691,10836381.31789655,14162175.10817218
1630713600,2021-09-04 00:00:00,XRP/USD,1.28801,1.29777,1.23527,1.25559,11650605.40498757,14628383.640448343
1630627200,2021-09-03 00:00:00,XRP/USD,1.25356,1.32325,1.22100,1.29213,33150213.67862087,42834385.60055639
1630540800,2021-09-02 00:00:00,XRP/USD,1.23517,1.29584,1.22233,1.25400,27867516.84412585,34945866.12253381
1630454400,2021-09-01 00:00:00,XRP/USD,1.18260,1.23800,1.15896,1.23727,25501697.92128404,31552485.787067104
1630368000,2021-08-31 00:00:00,XRP/USD,1.09870,1.24368,1.09200,1.18700,50183870.20519687,59568253.93356869
1630281600,2021-08-30 00:00:00,XRP/USD,1.14145,1.15098,1.09475,1.10019,31479927.34074356,34633901.26101266
1630195200,2021-08-29 00:00:00,XRP/USD,1.14781,1.16840,1.11267,1.13982,25708622.31854207,29303201.891120624
1630108800,2021-08-28 00:00:00,XRP/USD,1.19111,1.19825,1.13350,1.14513,25580369.01496054,29292847.970101763
1630022400,2021-08-27 00:00:00,XRP/USD,1.07226,1.19300,1.05137,1.19300,36148829.54694415,43125553.64950437
1629936000,2021-08-26 00:00:00,XRP/USD,1.17340,1.18718,1.06272,1.07261,45953659.83647001,49290355.0771961
1629849600,2021-08-25 00:00:00,XRP/USD,1.13584,1.17807,1.10712,1.17510,40851832.12386670,48004987.92875576
1629763200,2021-08-24 00:00:00,XRP/USD,1.24522,1.26660,1.12280,1.13520,40472666.73993377,45944571.28317281
1629676800,2021-08-23 00:00:00,XRP/USD,1.22754,1.30441,1.20600,1.24817,42565600.17565946,53129105.17125287
1629590400,2021-08-22 00:00:00,XRP/USD,1.21684,1.25600,1.17543,1.22629,24425622.32876729,29952896.40554404
1629504000,2021-08-21 00:00:00,XRP/USD,1.26365,1.28348,1.20365,1.21726,28358062.92934982,34519135.68138036
1629417600,2021-08-20 00:00:00,XRP/USD,1.23507,1.28981,1.19916,1.26374,37721568.71471908,47670255.247539096
1629331200,2021-08-19 00:00:00,XRP/USD,1.14548,1.23532,1.08878,1.23482,38718660.36941725,47810576.19736381
1629244800,2021-08-18 00:00:00,XRP/USD,1.09697,1.19999,1.05200,1.14250,51665196.61036723,59027487.12734456
1629158400,2021-08-17 00:00:00,XRP/USD,1.18919,1.22500,1.08654,1.09782,56061644.03846853,61545594.05831152
1629072000,2021-08-16 00:00:00,XRP/USD,1.28602,1.32926,1.13844,1.18570,66499390.83634527,78848327.71465458
1628985600,2021-08-15 00:00:00,XRP/USD,1.28042,1.34999,1.22579,1.28443,63758141.91388824,81892870.21845546
1628899200,2021-08-14 00:00:00,XRP/USD,1.09103,1.31159,1.07099,1.28114,73494563.48234438,94156825.05977067
1628812800,2021-08-13 00:00:00,XRP/USD,0.96600,1.09731,0.95196,1.08986,50597812.72641511,55144532.17801078
1628726400,2021-08-12 00:00:00,XRP/USD,1.01094,1.04400,0.91369,0.96431,53872172.52742612,51949474.68992229
1628640000,2021-08-11 00:00:00,XRP/USD,0.85125,1.09186,0.84805,1.01209,79622875.91022271,80585516.4799773
1628553600,2021-08-10 00:00:00,XRP/USD,0.81628,0.86202,0.80021,0.85179,35156141.97726152,29945650.174811594
1628467200,2021-08-09 00:00:00,XRP/USD,0.77986,0.82851,0.75947,0.81763,45616979.62694168,37297811.05237632
1628380800,2021-08-08 00:00:00,XRP/USD,0.81659,0.84161,0.77205,0.77979,32700076.58351941,25499192.7190626
1628294400,2021-08-07 00:00:00,XRP/USD,0.74771,0.81925,0.74224,0.81666,33257092.25559847,27159736.961457048
1628208000,2021-08-06 00:00:00,XRP/USD,0.73341,0.75323,0.72243,0.74721,21272364.67801167,15894923.6110571
1628121600,2021-08-05 00:00:00,XRP/USD,0.73075,0.73955,0.70064,0.73382,18569411.78505611,13626605.756109875
1628035200,2021-08-04 00:00:00,XRP/USD,0.71292,0.73959,0.69501,0.73072,25826614.33017403,18872023.623344768
1627948800,2021-08-03 00:00:00,XRP/USD,0.73713,0.74479,0.70083,0.71290,27854692.22490773,19857610.08713672
1627862400,2021-08-02 00:00:00,XRP/USD,0.72510,0.77358,0.71555,0.73919,24730563.68583711,18280585.37093393
1627776000,2021-08-01 00:00:00,XRP/USD,0.74696,0.77811,0.70163,0.72478,18397173.83937454,13333903.655301878
1627689600,2021-07-31 00:00:00,XRP/USD,0.75271,0.75908,0.73781,0.74442,16520016.27087488,12297830.512364678
1627603200,2021-07-30 00:00:00,XRP/USD,0.74956,0.76986,0.71235,0.75271,37850745.67132879,28490634.774265893
1627516800,2021-07-29 00:00:00,XRP/USD,0.73290,0.76665,0.69758,0.74978,36732335.02111440,27541170.152131155
1627430400,2021-07-28 00:00:00,XRP/USD,0.64483,0.75377,0.63080,0.73458,67604911.66687338,49661216.01225185
1627344000,2021-07-27 00:00:00,XRP/USD,0.62441,0.65298,0.61288,0.64554,31744261.64161460,20492190.66012789
1627257600,2021-07-26 00:00:00,XRP/USD,0.60726,0.67905,0.60581,0.62472,50240923.46046729,31386509.704223126
1627171200,2021-07-25 00:00:00,XRP/USD,0.60871,0.61197,0.59108,0.60664,12297287.67109922,7460026.59279563
1627084800,2021-07-24 00:00:00,XRP/USD,0.61007,0.62093,0.60034,0.60932,16710917.34124688,10182296.15436855
1626998400,2021-07-23 00:00:00,XRP/USD,0.59246,0.61039,0.57539,0.60962,31817393.68862663,19396519.540460568
1626912000,2021-07-22 00:00:00,XRP/USD,0.57104,0.60330,0.56169,0.59200,30485303.45112751,18047299.643067487
1626825600,2021-07-21 00:00:00,XRP/USD,0.52741,0.58410,0.51984,0.57220,31256951.69749567,17885227.761307023
1626739200,2021-07-20 00:00:00,XRP/USD,0.55824,0.56904,0.51622,0.52874,28489625.29401104,15063604.477955397
