Date,Low,Open,Volume,High,Close,Adjusted Close
12-12-1980,0.1283479928970337,0.1283479928970337,469033600,0.1289059966802597,0.1283479928970337,0.10032564401626587
15-12-1980,0.12165199965238571,0.12221000343561172,175884800,0.12221000343561172,0.12165199965238571,0.09509160369634628
16-12-1980,0.11272300034761429,0.1132809966802597,105728000,0.1132809966802597,0.11272300034761429,0.08811208605766296
17-12-1980,0.11551299691200256,0.11551299691200256,86441600,0.11607100069522858,0.11551299691200256,0.09029290825128555
18-12-1980,0.11886200308799744,0.11886200308799744,73449600,0.11941999942064285,0.11886200308799744,0.09291071444749832
19-12-1980,0.12611599266529083,0.12611599266529083,48630400,0.12667399644851685,0.12611599266529083,0.09858094900846481
22-12-1980,0.1322540044784546,0.1322540044784546,37363200,0.1328130066394806,0.1322540044784546,0.10337886959314346
23-12-1980,0.13783499598503113,0.13783499598503113,46950400,0.13839299976825714,0.13783499598503113,0.1077413484454155
24-12-1980,0.14508900046348572,0.14508900046348572,48003200,0.14564700424671173,0.14508900046348572,0.11341162025928497
26-12-1980,0.15848200023174286,0.15848200023174286,55574400,0.15904000401496887,0.15848200023174286,0.12388048321008682
29-12-1980,0.16071400046348572,0.16071400046348572,93161600,0.16127200424671173,0.16071400046348572,0.1256251037120819
30-12-1980,0.156808003783226,0.15736599266529083,68880000,0.15736599266529083,0.156808003783226,0.12257200479507446
31-12-1980,0.1523440033197403,0.1529020071029663,35750400,0.1529020071029663,0.1523440033197403,0.11908251792192459
02-01-1981,0.15401799976825714,0.15401799976825714,21660800,0.15513400733470917,0.15401799976825714,0.12039105594158173
05-01-1981,0.15067000687122345,0.15122799575328827,35728000,0.15122799575328827,0.15067000687122345,0.11777404695749283
06-01-1981,0.1439729928970337,0.1445309966802597,45158400,0.1445309966802597,0.1439729928970337,0.11253924667835236
07-01-1981,0.13783499598503113,0.13839299976825714,55686400,0.13839299976825714,0.13783499598503113,0.1077413484454155
08-01-1981,0.13504500687122345,0.13560299575328827,39827200,0.13560299575328827,0.13504500687122345,0.10556050390005112
09-01-1981,0.14229899644851685,0.14229899644851685,21504000,0.14285700023174286,0.14229899644851685,0.11123071610927582
12-01-1981,0.141183003783226,0.14229899644851685,23699200,0.14229899644851685,0.141183003783226,0.11035832017660141
13-01-1981,0.13616099953651428,0.1367190033197403,23049600,0.1367190033197403,0.13616099953651428,0.10643281042575836
