unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1638144000,11/29/2021 0:00,BTC/USD,57327.32,58931.07,56750,57845.12,2069.734969,119724067.7
1638057600,11/28/2021 0:00,BTC/USD,54764.24,57482.42,53308.93,57338.55,1377.554549,78986980.36
1637971200,11/27/2021 0:00,BTC/USD,53794.32,55382,53653.45,54774.66,1360.565868,74524532.82
1637884800,11/26/2021 0:00,BTC/USD,59004.88,59207.36,53524.03,53789.35,5221.840567,280879409.9
1637798400,11/25/2021 0:00,BTC/USD,57169.19,59445.45,57044.42,58990.14,1362.174805,80354882.45
1637712000,11/24/2021 0:00,BTC/USD,57583.91,57750.2,55894.62,57185.06,1809.454329,103473754.4
1637625600,11/23/2021 0:00,BTC/USD,56283.8,57897.54,55128.6,57579.99,2732.084801,157313415.5
1637539200,11/22/2021 0:00,BTC/USD,58679.27,59516.78,55628.57,56294.11,2943.163373,165682762.7
1637452800,11/21/2021 0:00,BTC/USD,59785.85,60090.55,58525.84,58678.47,895.6750948,52556844.18
1637366400,11/20/2021 0:00,BTC/USD,58126.46,59896.54,57424.27,59768.54,1172.15931,70058250.6
1637280000,11/19/2021 0:00,BTC/USD,56924.94,58402.05,55640,58128.55,3277.025859,190488761.5
1637193600,11/18/2021 0:00,BTC/USD,60376.94,60978.39,56516.44,56917.66,6160.709758,350653183.3
1637107200,11/17/2021 0:00,BTC/USD,60115.12,60888.5,58400,60373.65,3716.810559,224397419.8
1637020800,11/16/2021 0:00,BTC/USD,63621.61,63628,58563,60142.31,4632.773317,278625689
1636934400,11/15/2021 0:00,BTC/USD,65509.87,66387.4,63348.91,63606.09,2000.823622,127264567.4
1636848000,11/14/2021 0:00,BTC/USD,64403.43,65509.87,63595.76,65509.87,1247.884517,81748752.5
1636761600,11/13/2021 0:00,BTC/USD,64140.23,64980,63400,64417.52,830.1310181,53474981.46
1636675200,11/12/2021 0:00,BTC/USD,64783.13,65497.53,62294.84,64158.41,2519.307306,161634751
1636588800,11/11/2021 0:00,BTC/USD,64919.18,65625.44,64140,64821.33,1583.2838,102630561.7
1636502400,11/10/2021 0:00,BTC/USD,66928.42,69000,62856.71,64921.43,3419.118693,221974074.9
1636416000,11/9/2021 0:00,BTC/USD,67547.49,68564.4,66250,66945.72,2136.858361,143053521.5
1636329600,11/8/2021 0:00,BTC/USD,63300,67803.55,63300,67559,2715.423864,183451320.8
1636243200,11/7/2021 0:00,BTC/USD,61542.43,63300,61396.57,63300,1115.668851,70621838.24
1636156800,11/6/2021 0:00,BTC/USD,61008.19,61609.5,60109.91,61542.44,1268.51182,78067312.55
1636070400,11/5/2021 0:00,BTC/USD,61430.02,62666.52,60769.17,61031.91,1569.407922,95783963.06
1635984000,11/4/2021 0:00,BTC/USD,62945.38,63136.82,60725,61457.25,1507.542722,92649429.97
1635897600,11/3/2021 0:00,BTC/USD,63260,63567.21,60018.46,62930.72,2148.470863,135204818.3
1635811200,11/2/2021 0:00,BTC/USD,60949.78,64300,60669.91,63260,3336.526818,211068686.5
1635724800,11/1/2021 0:00,BTC/USD,61356.57,62500,59500,60922.85,2507.397971,152757830.5
1635638400,10/31/2021 0:00,BTC/USD,61904.96,62438.85,60000,61359.44,1548.129016,94992329.46
1635552000,10/30/2021 0:00,BTC/USD,62278.92,62376.32,60660.02,61932.3,1542.319175,95519373.83
1635465600,10/29/2021 0:00,BTC/USD,60608.95,62971.54,60154.53,62301.59,3884.642362,242019395.7
1635379200,10/28/2021 0:00,BTC/USD,58471.06,62524,56425,60592.76,3769.755064,228419863.9
1635292800,10/27/2021 0:00,BTC/USD,60331.4,61489,58100.01,58465.9,3479.738096,203446019.6
1635206400,10/26/2021 0:00,BTC/USD,63101.43,63299.3,59830,60328.22,1965.545225,118577844.8
1635120000,10/25/2021 0:00,BTC/USD,60883.96,63733.93,60670,63101.43,1730.146216,109174700.3
1635033600,10/24/2021 0:00,BTC/USD,61306.64,61497.33,59510,60910.16,1204.847735,73387468.34
1634947200,10/23/2021 0:00,BTC/USD,60698.54,61737.38,59633.61,61338.76,1056.079658,64778616.7
1634860800,10/22/2021 0:00,BTC/USD,62207.51,63757.28,59953.74,60702.68,3159.425285,191785582.1
1634774400,10/21/2021 0:00,BTC/USD,66027.81,66664.1,61850,62219.44,3891.528533,242128726.1
1634688000,10/20/2021 0:00,BTC/USD,64282.2,67016.5,63529,65990.31,3070.6843,202635408.9
1634601600,10/19/2021 0:00,BTC/USD,62014.99,64499,61350,64241.61,3253.739792,209025482.8
1634515200,10/18/2021 0:00,BTC/USD,61519.52,62679,59013,62034.65,5754.551842,356981609.4
1634428800,10/17/2021 0:00,BTC/USD,60885.27,61712,58933,61538.97,1261.129961,77608638.83
1634342400,10/16/2021 0:00,BTC/USD,61703.45,62352,60100.27,60870.26,1263.448002,76906408.36
1634256000,10/15/2021 0:00,BTC/USD,57370.48,62944.94,56877,61657.35,4205.42307,259295242.1
1634169600,10/14/2021 0:00,BTC/USD,57395.84,58550,56830.56,57371.58,1879.454012,107827246.2
1634083200,10/13/2021 0:00,BTC/USD,56004.61,57773.89,54231,57374.55,3359.69683,192761093.8
1633996800,10/12/2021 0:00,BTC/USD,57490,57701,53909,55995.49,3224.839703,180576479.3
1633910400,10/11/2021 0:00,BTC/USD,54657,57855.79,54462.45,57485.2,1955.785603,112428726.6
1633824000,10/10/2021 0:00,BTC/USD,54984.49,56561,51000,54714.95,1735.421935,94953524.41
1633737600,10/9/2021 0:00,BTC/USD,53952.82,55512.05,53674.69,54976.92,1061.023243,58331789.97
1633651200,10/8/2021 0:00,BTC/USD,53816.16,56168,53623.02,53957.21,2217.755137,119663879.6
1633564800,10/7/2021 0:00,BTC/USD,55360.1,55360.32,53289.57,53787.6,2349.701215,126384789
1633478400,10/6/2021 0:00,BTC/USD,51521.89,55800,50428.64,55345.79,4441.902718,245840615
1633392000,10/5/2021 0:00,BTC/USD,49283.89,51914.68,49075,51501.19,2206.596443,113642342.7
1633305600,10/4/2021 0:00,BTC/USD,48231.04,49530.53,46900,49242.14,2737.780533,134814172.3
1633219200,10/3/2021 0:00,BTC/USD,47644.63,49225.55,47119.87,48235.93,1164.602969,56175707.28
1633132800,10/2/2021 0:00,BTC/USD,48185.61,48361.83,47468.15,47685.8,1361.844027,64940621.89
1633046400,10/1/2021 0:00,BTC/USD,43835.47,48500,43291.07,48171.86,3446.872265,166042248.2
1632960000,9/30/2021 0:00,BTC/USD,41537.56,44117.74,41427.87,43834.43,2614.504209,114605301.7
1632873600,9/29/2021 0:00,BTC/USD,41024.21,42595.93,40750,41542.9,1804.778085,74975715.5
1632787200,9/28/2021 0:00,BTC/USD,42154.87,42778.93,40888,41049,2246.85358,92231092.6
1632700800,9/27/2021 0:00,BTC/USD,43162.82,44377.7,42130,42189.81,1936.649572,81706877.49
1632614400,9/26/2021 0:00,BTC/USD,42699.1,43956.38,40808,43204.73,1659.784662,71710548.2
1632528000,9/25/2021 0:00,BTC/USD,42835.88,43010.69,41689.6,42722.19,879.1967738,37561211.62
1632441600,9/24/2021 0:00,BTC/USD,44893.7,45159.9,40693.27,42848.5,4348.928284,186345053.6
1632355200,9/23/2021 0:00,BTC/USD,43586,45013.17,43105,44903.5,2317.755784,104075346.8
1632268800,9/22/2021 0:00,BTC/USD,40702.07,44031.85,40580.18,43589.53,3040.945141,132553369.4
1632182400,9/21/2021 0:00,BTC/USD,43003.07,43643.34,39573.21,40596.54,5961.587903,242019841.8
1632096000,9/20/2021 0:00,BTC/USD,47257.86,47334.54,42453.97,43035.99,4240.48542,182493488.1
1632009600,9/19/2021 0:00,BTC/USD,48307.05,48389.52,46860,47245.25,999.5959909,47226162.49
1631923200,9/18/2021 0:00,BTC/USD,47316.21,48834,47052.9,48326.74,1452.506231,70194890.96
1631836800,9/17/2021 0:00,BTC/USD,47773.44,48179,46712.14,47305.18,1558.523176,73726219.36
1631750400,9/16/2021 0:00,BTC/USD,48188.12,48505,47035,47760.64,1886.041734,90078560.28
1631664000,9/15/2021 0:00,BTC/USD,47123.81,48465.77,46702.26,48150.94,1307.248711,62945254.24
1631577600,9/14/2021 0:00,BTC/USD,44983.77,47273.38,44704.18,47103.18,1643.956624,77435584.77
1631491200,9/13/2021 0:00,BTC/USD,46039.42,46895.82,43400,44974.34,2308.422074,103819759.2
1631404800,9/12/2021 0:00,BTC/USD,45162.96,46491.63,44752.96,46035,1015.762158,46760610.96
1631318400,9/11/2021 0:00,BTC/USD,44858.2,45993.32,44767.75,45176.66,906.8062038,40966475.55
1631232000,9/10/2021 0:00,BTC/USD,46368.11,47029.08,44125,44857.38,2392.571106,107324471.3
1631145600,9/9/2021 0:00,BTC/USD,46070.43,47419.95,45550,46392.81,2595.98697,120435130.2
1631059200,9/8/2021 0:00,BTC/USD,46894.3,47386.72,44436.93,46091.94,3309.098344,152522762.3
1630972800,9/7/2021 0:00,BTC/USD,52719.43,52956.47,42900.01,46866.82,6811.922188,319253131
1630886400,9/6/2021 0:00,BTC/USD,51809.28,52810,51024.32,52708.2,2057.328622,108438088.5
1630800000,9/5/2021 0:00,BTC/USD,49965.32,51900,49500,51809.28,986.487083,51109185.5
1630713600,9/4/2021 0:00,BTC/USD,50033.5,50570.94,49388.26,49943.16,869.2883929,43415009.29
1630627200,9/3/2021 0:00,BTC/USD,49284.93,51050,48351.6,50025.04,2226.782949,111394906.1
1630540800,9/2/2021 0:00,BTC/USD,48830.93,50390,48625,49274.79,2267.931975,111751871.8
1630454400,9/1/2021 0:00,BTC/USD,47118.02,49134,46532.42,48853.49,2194.630079,107215338.6
1630368000,8/31/2021 0:00,BTC/USD,46969.05,48270.33,46699,47156.09,2239.167703,105590393.7
1630281600,8/30/2021 0:00,BTC/USD,48782.56,48915.29,46855.41,47003.44,1676.482551,78800447
1630195200,8/29/2021 0:00,BTC/USD,48947.1,49666,47798.29,48808.72,1044.48189,50979824.13
1630108800,8/28/2021 0:00,BTC/USD,49100.49,49325,48244.88,48935.36,692.7058855,33897811.88
1630022400,8/27/2021 0:00,BTC/USD,46857.86,49187,46363,49100.49,1943.557256,95429613.61
1629936000,8/26/2021 0:00,BTC/USD,49022.39,49387.6,46309.33,46856.29,2091.109826,97981648.43
1629849600,8/25/2021 0:00,BTC/USD,47670.8,49273.93,47100,49011.75,1902.720534,93255663.13
1629763200,8/24/2021 0:00,BTC/USD,49516.08,49893.5,47593.66,47731.33,2217.803057,105858689.6
1629676800,8/23/2021 0:00,BTC/USD,49296.71,50562.11,49010,49561.37,2419.868147,119931980.6
1629590400,8/22/2021 0:00,BTC/USD,48883.84,49540.01,48080.17,49301.86,985.765333,48600064.44
1629504000,8/21/2021 0:00,BTC/USD,49332.31,49833.02,48300,48884.34,1768.241566,86439321.92
1629417600,8/20/2021 0:00,BTC/USD,46759.29,49436.1,46645.77,49356,2815.551595,138964364.5
1629331200,8/19/2021 0:00,BTC/USD,44734.16,47114.99,43935.54,46764.3,2776.237685,129828812
1629244800,8/18/2021 0:00,BTC/USD,44631.47,46041.62,44218.73,44721.13,2247.934158,100530155.7
1629158400,8/17/2021 0:00,BTC/USD,45930.48,47183.37,44417.51,44694.35,3286.273265,146877847.5
1629072000,8/16/2021 0:00,BTC/USD,47024.96,48075.22,45654.14,45930.51,2410.150995,110699464.4
1628985600,8/15/2021 0:00,BTC/USD,47130.97,47424,45500.27,47028.3,1726.795628,81208262.83
1628899200,8/14/2021 0:00,BTC/USD,47855,48190,46000,47119.73,1908.951412,89949275.09
1628812800,8/13/2021 0:00,BTC/USD,44413.35,47929.18,44253.97,47860.58,2934.742031,140458455.7
1628726400,8/12/2021 0:00,BTC/USD,45536.8,46236.7,43800.02,44444.45,2463.506284,109489181.9
1628640000,8/11/2021 0:00,BTC/USD,45596.21,46787.6,45353.02,45539.85,2606.126367,118682603.8
1628553600,8/10/2021 0:00,BTC/USD,46282.3,46759,44643,45609.7,2390.088508,109011219.8
1628467200,8/9/2021 0:00,BTC/USD,43836.05,46529.02,42811.26,46292.89,4961.588281,229686260.5
1628380800,8/8/2021 0:00,BTC/USD,44624.4,45355,43298.84,43858.42,3647.13063,159957387
1628294400,8/7/2021 0:00,BTC/USD,42857.09,44763.14,42251,44612.94,4886.938381,218020688.8
1628208000,8/6/2021 0:00,BTC/USD,40893.77,43381,39879.47,42856.59,2937.384839,125886297.7
1628121600,8/5/2021 0:00,BTC/USD,39742.77,41401.96,37300,40894.67,5804.407069,237369311.6
1628035200,8/4/2021 0:00,BTC/USD,38173.75,39973.94,37481,39741.12,4080.835359,162176967.7
1627948800,8/3/2021 0:00,BTC/USD,39157.52,39792.83,37639,38177.07,3279.644937,125207234.3
1627862400,8/2/2021 0:00,BTC/USD,39875.2,40459.31,38687.62,39165.55,2407.96527,94309284.18
1627776000,8/1/2021 0:00,BTC/USD,41489.16,42614.85,39424.27,39839,2042.017068,81351917.97
1627689600,7/31/2021 0:00,BTC/USD,42236.72,42411.32,41007.51,41490.13,1507.868221,62561648.5
1627603200,7/30/2021 0:00,BTC/USD,40045.21,42335.5,38331.37,42234.89,3651.71579,154229814.7
1627516800,7/29/2021 0:00,BTC/USD,40024.8,40662.8,39239.95,40037.51,2306.038386,92328034.93
1627430400,7/28/2021 0:00,BTC/USD,39446.94,40927.53,38786.8,40036.32,3943.478004,157882347.3
1627344000,7/27/2021 0:00,BTC/USD,37271.44,39539.5,36386.19,39475.41,5896.667156,232773353.6
1627257600,7/26/2021 0:00,BTC/USD,35438.93,40581.3,35282.7,37291.24,8840.39875,329669431.5
1627171200,7/25/2021 0:00,BTC/USD,34301.86,35448.97,33874.03,35428.28,2063.49425,73106052.08
1627084800,7/24/2021 0:00,BTC/USD,33685,34534.32,33419.31,34301.78,1440.466279,49410557.39
1626998400,7/23/2021 0:00,BTC/USD,32306.98,33684.17,32000,33684.17,1976.384218,66572861.98
1626912000,7/22/2021 0:00,BTC/USD,32115.82,32609.83,31703.15,32300.88,2392.469481,77278869.62
1626825600,7/21/2021 0:00,BTC/USD,29792.99,32875.42,29500,32138.45,4842.163997,155619645.5
1626739200,7/20/2021 0:00,BTC/USD,30822.08,31068.62,29296.39,29786.58,3413.242065,101668807.8
1626652800,7/19/2021 0:00,BTC/USD,31794.49,31881.71,30400,30829.29,2506.277441,77266754.04
1626566400,7/18/2021 0:00,BTC/USD,31509.33,32440.98,31100,31776.65,1256.546061,39928824.38
1626480000,7/17/2021 0:00,BTC/USD,31376.3,31950,31176.66,31529.68,1550.072011,48873274.47
1626393600,7/16/2021 0:00,BTC/USD,31885.7,32264.53,31012.93,31388.17,1912.468667,60028891.65
1626307200,7/15/2021 0:00,BTC/USD,32818.68,33179,31121.57,31848.65,2470.213036,78672950.42
1626220800,7/14/2021 0:00,BTC/USD,32737.56,33111.72,31589.35,32823.55,2753.098061,90366451.86
1626134400,7/13/2021 0:00,BTC/USD,33091.53,33340,32190,32728,1870.574033,61220146.95
1626048000,7/12/2021 0:00,BTC/USD,34266.84,34677,32660,33105,1879.537335,62222083.47
1625961600,7/11/2021 0:00,BTC/USD,33521.48,34635.82,33335.49,34258.53,1635.017659,56013301.51
1625875200,7/10/2021 0:00,BTC/USD,33830.73,34261.04,33014.21,33517.6,1442.424832,48346618.54
1625788800,7/9/2021 0:00,BTC/USD,32892.94,34115.44,32285.73,33826.43,1636.57507,55359492.06
1625702400,7/8/2021 0:00,BTC/USD,33858.33,33943.02,32101,32898.79,2945.854925,96915062.55
1625616000,7/7/2021 0:00,BTC/USD,34231.95,35059.02,33800,33882.47,1540.042448,52180442.05
1625529600,7/6/2021 0:00,BTC/USD,33730.76,35100.49,33510.58,34244.09,2386.505117,81723696.02
1625443200,7/5/2021 0:00,BTC/USD,35255,35258.7,33143,33704.21,2254.353409,75981200.72
1625356800,7/4/2021 0:00,BTC/USD,34672.08,35960,34404.29,35289.21,1204.003715,42488339.95
1625270400,7/3/2021 0:00,BTC/USD,33810.46,34959.72,33333.1,34688.3,1244.496924,43169482.65
1625184000,7/2/2021 0:00,BTC/USD,33537.11,33981.51,32700.05,33811.56,2086.838816,70559275.85
1625097600,7/1/2021 0:00,BTC/USD,35059.71,35071.34,32700.88,33564.21,3118.763259,104678825
1625011200,6/30/2021 0:00,BTC/USD,35900.05,36099.82,34049.36,35037.23,3381.045395,118462465.2
1624924800,6/29/2021 0:00,BTC/USD,34494.42,36623.79,34240,35907.93,3179.50784,114169544.9
1624838400,6/28/2021 0:00,BTC/USD,34716.02,35357.13,33878.23,34487.11,3369.993717,116221344
1624752000,6/27/2021 0:00,BTC/USD,32293.98,34772.94,32015.82,34699.5,3260.565345,113139987.2
1624665600,6/26/2021 0:00,BTC/USD,31595.95,32714.46,30082.79,32269.38,3300.160058,106494119
1624579200,6/25/2021 0:00,BTC/USD,34652.68,35517.22,31271.02,31597.75,5099.263534,161125254.3
1624492800,6/24/2021 0:00,BTC/USD,33693.99,35289,32314.37,34649.32,4725.827185,163746698.4
1624406400,6/23/2021 0:00,BTC/USD,32547.57,35000,31670.89,33652.28,5855.581294,197053661.3
1624320000,6/22/2021 0:00,BTC/USD,31628.83,33315.85,28600,32545.26,9778.516945,318244376.4
1624233600,6/21/2021 0:00,BTC/USD,35598.66,35763.8,31238.69,31634.16,8580.06222,271423061.1
1624147200,6/20/2021 0:00,BTC/USD,35494.7,36125,33337,35589.77,3958.11812,140868513.5
1624060800,6/19/2021 0:00,BTC/USD,35849.18,36440,34718.21,35507.06,3129.334722,111113475.8
1623974400,6/18/2021 0:00,BTC/USD,38110.25,38208.68,35143.68,35840,4240.404867,151976110.4
1623888000,6/17/2021 0:00,BTC/USD,38361.38,39553.05,37350,38097.68,3569.252616,135980244
1623801600,6/16/2021 0:00,BTC/USD,40166.93,40506.59,38095.41,38353.99,4008.512964,153742466.1
1623715200,6/15/2021 0:00,BTC/USD,40544.19,41341.57,39526.47,40171.47,4078.801974,163851471.2
1623628800,6/14/2021 0:00,BTC/USD,39035.52,41050,38758.4,40532.79,6281.280597,254597827.4
1623542400,6/13/2021 0:00,BTC/USD,35563.66,39386.43,34783.9,39013.76,3601.917666,140524351.4
1623456000,6/12/2021 0:00,BTC/USD,37338.91,37445.55,34630,35542.76,3727.952354,132501715.8
1623369600,6/11/2021 0:00,BTC/USD,36724.97,37680.65,35958.49,37341.11,3741.230516,139701700.2
1623283200,6/10/2021 0:00,BTC/USD,37414.64,38446.24,35824.69,36707.54,5761.724887,211498746.8
1623196800,6/9/2021 0:00,BTC/USD,33413.19,37556.25,32423.72,37400,8539.587342,319380566.6
1623110400,6/8/2021 0:00,BTC/USD,33567.51,34085.61,31025,33411.69,9044.64847,302196990.8
1623024000,6/7/2021 0:00,BTC/USD,35810.69,36808.3,33321.09,33582.62,4913.040225,164992762.9
1622937600,6/6/2021 0:00,BTC/USD,35532.59,36510.58,35250,35808.85,2526.73362,90479425.19
1622851200,6/5/2021 0:00,BTC/USD,36851.58,37927.93,34849.65,35532.14,4106.348807,145907360.7
1622764800,6/4/2021 0:00,BTC/USD,39242.94,39277.36,35576.67,36887.32,5786.186087,213436897.8
1622678400,6/3/2021 0:00,BTC/USD,37585.12,39490,37176.06,39219.88,4058.942932,159191254.7
1622592000,6/2/2021 0:00,BTC/USD,36693.3,38256.3,35933.19,37589.36,4270.103411,160510454.4
1622505600,6/1/2021 0:00,BTC/USD,37279.89,37927.44,35699.98,36693.3,4348.754484,159570152.9
1622419200,5/31/2021 0:00,BTC/USD,35675.3,37540.96,34195.2,37341.41,4383.792334,163696986.9
1622332800,5/30/2021 0:00,BTC/USD,34644.09,36516.99,33425,35677.72,2979.719777,106309607.9
1622246400,5/29/2021 0:00,BTC/USD,35691.36,37348.01,33650,34632.08,4457.16762,154360985.6
1622160000,5/28/2021 0:00,BTC/USD,38578.5,38905.12,34710.23,35692.46,6167.020592,220116135.8
1622073600,5/27/2021 0:00,BTC/USD,39299.46,40429.47,37212.9,38503.47,4113.43821,158381644.7
1621987200,5/26/2021 0:00,BTC/USD,38385.87,40904,37859.74,39309.56,4205.612835,165320790.1
1621900800,5/25/2021 0:00,BTC/USD,38848.36,40000,36486.85,38397.72,5765.34726,221376189.8
1621814400,5/24/2021 0:00,BTC/USD,34735.35,39960,34426.21,38839.86,10213.18325,396678607.4
1621728000,5/23/2021 0:00,BTC/USD,37474.34,38311.74,31107.46,34706.79,9376.292086,325421000.4
1621641600,5/22/2021 0:00,BTC/USD,37318.43,38887.99,35260,37500.54,5720.005622,214503299.6
1621555200,5/21/2021 0:00,BTC/USD,40566.13,42297.89,33520,37335.16,13106.8406,489345991
1621468800,5/20/2021 0:00,BTC/USD,36793.39,43000,35000,40640.9,14703.03042,597544389
1621382400,5/19/2021 0:00,BTC/USD,42900.85,43601.63,30066,36780.43,32468.86397,1194218778
1621296000,5/18/2021 0:00,BTC/USD,43581.27,45872.05,42023.69,42877.75,6275.913872,269097066
1621209600,5/17/2021 0:00,BTC/USD,46446.42,46648.5,42100,43593.39,12262.72268,534573652.3
1621123200,5/16/2021 0:00,BTC/USD,46753.4,49800,43769.4,46444.75,5750.083264,267061179.7
1621036800,5/15/2021 0:00,BTC/USD,49883.89,50710.93,46448.53,46708.89,3613.928378,168802583.1
1620950400,5/14/2021 0:00,BTC/USD,49711.64,51572,48875.69,49880.43,4011.081904,200074490.1
1620864000,5/13/2021 0:00,BTC/USD,49419.44,51420.72,45700,49694.96,9096.383633,452044420.8
1620777600,5/12/2021 0:00,BTC/USD,56763.7,58021.26,48530,49386.56,6367.354102,314461715.4
1620691200,5/11/2021 0:00,BTC/USD,55854.43,56972.33,54500,56763.7,4203.169069,238587428.1
1620604800,5/10/2021 0:00,BTC/USD,58336.16,59603,53500,55880.72,6589.42714,368221933
1620518400,5/9/2021 0:00,BTC/USD,58964.89,59300.62,56256,58305.24,2589.625619,150988743.2
1620432000,5/8/2021 0:00,BTC/USD,57371.02,59564.24,56977.5,58984.75,2928.993454,172765946.6
1620345600,5/7/2021 0:00,BTC/USD,56425.82,58743.85,55288.11,57381.73,4234.709544,242994959.7
1620259200,5/6/2021 0:00,BTC/USD,57517.08,58420.83,55283,56447.39,5144.233171,290378536.1
1620172800,5/5/2021 0:00,BTC/USD,53221.75,57976.62,52924.5,57509.93,5504.557881,316566738.4
1620086400,5/4/2021 0:00,BTC/USD,57227.64,57250.85,53080.69,53236.84,5747.194019,305962448.4
1620000000,5/3/2021 0:00,BTC/USD,56599.91,59000,56500,57222.37,3636.517357,208090141.7
1619913600,5/2/2021 0:00,BTC/USD,57893.01,57967.01,56064.51,56622.66,1887.084272,106851731.1
1619827200,5/1/2021 0:00,BTC/USD,57790.66,58549,57049.63,57851.91,2248.555451,130083227.6
1619740800,4/30/2021 0:00,BTC/USD,53585.93,58008,53087.15,57775.27,4809.182047,277851791.3
1619654400,4/29/2021 0:00,BTC/USD,54898.45,55239.33,52379.9,53593.97,4172.676707,223630310.3
1619568000,4/28/2021 0:00,BTC/USD,55094.73,56500,53811.49,54901.97,4542.50992,249392743.4
1619481600,4/27/2021 0:00,BTC/USD,54015.32,55519.37,53325.75,55091.39,4111.125216,226487602.6
1619395200,4/26/2021 0:00,BTC/USD,49122.75,54404.78,48823.01,54073.41,6046.796828,326970924.1
1619308800,4/25/2021 0:00,BTC/USD,50126.34,50608.94,47004.2,49128.43,4167.435708,204739573.5
1619222400,4/24/2021 0:00,BTC/USD,51177.77,51227.38,48713.34,50118.94,3445.136583,172666593.7
1619136000,4/23/2021 0:00,BTC/USD,51693.98,52131.34,47555,51176.65,11649.31918,596173130.7
1619049600,4/22/2021 0:00,BTC/USD,53823.48,55491.8,50450.01,51683.95,7838.956347,405148227.9
1618963200,4/21/2021 0:00,BTC/USD,56493.02,56850,53628.79,53806.24,4578.257087,246338799.6
1618876800,4/20/2021 0:00,BTC/USD,55694.55,57119,53400,56503.19,5863.882839,331328086.2
1618790400,4/19/2021 0:00,BTC/USD,56260.83,57633,54252.88,55694.55,5791.239062,322540453.5
1618704000,4/18/2021 0:00,BTC/USD,60048.82,60433.81,51541.16,56280.6,12869.85937,724323407.5
1618617600,4/17/2021 0:00,BTC/USD,61436.23,62596.48,59676.67,60032.29,3091.483658,185588843.5
1618531200,4/16/2021 0:00,BTC/USD,63247.24,63580.4,60042.04,61436.24,5778.816687,355028768.9
