unix,date,symbol,open,high,low,close,Volume ETH,Volume USD
1574294400,11/21/2019 0:00,ETH/USD,174.42,175.33,155.53,160.9,38041.25153,6120837.371
1574208000,11/20/2019 0:00,ETH/USD,175.81,177.3,173.24,174.23,9957.862654,1734958.41
1574121600,11/19/2019 0:00,ETH/USD,177.65,178.09,172.5,175.65,16181.78115,2842329.859
1574035200,11/18/2019 0:00,ETH/USD,183.53,184.12,174.15,177.86,12991.74845,2310712.379
1573948800,11/17/2019 0:00,ETH/USD,182.32,186.27,179.96,183.85,4373.67665,804100.4522
1573862400,11/16/2019 0:00,ETH/USD,179.83,183.28,179.04,182.33,6070.145939,1106769.709
1573776000,11/15/2019 0:00,ETH/USD,184.81,187,177.11,179.82,21867.04144,3932131.392
1573689600,11/14/2019 0:00,ETH/USD,188.22,188.22,182.71,184.45,11650.31543,2148900.681
1573603200,11/13/2019 0:00,ETH/USD,186.89,189.45,185.08,187.75,9122.097734,1712673.85
1573516800,11/12/2019 0:00,ETH/USD,184.15,187.38,182.01,186.73,11199.62394,2091305.779
1573430400,11/11/2019 0:00,ETH/USD,188.98,190,183.47,184.39,11736.05676,2164011.507
1573344000,11/10/2019 0:00,ETH/USD,184.61,192,183.36,188.99,11190.88165,2114964.722
1573257600,11/9/2019 0:00,ETH/USD,183.49,185.73,182.24,185.04,5816.519512,1076288.77
1573171200,11/8/2019 0:00,ETH/USD,186.43,188.14,180.78,183.88,23209.95674,4267846.845
1573084800,11/7/2019 0:00,ETH/USD,191.22,191.87,184.32,186.23,10332.61591,1924243.06
1572998400,11/6/2019 0:00,ETH/USD,188.69,194.73,187.86,191.14,16394.04538,3133557.833
1572912000,11/5/2019 0:00,ETH/USD,186.11,192.64,182.48,188.68,25726.12927,4854006.07
1572825600,11/4/2019 0:00,ETH/USD,181.61,189.64,180.42,186.31,13152.3724,2450418.503
1572739200,11/3/2019 0:00,ETH/USD,182.92,184.97,179.11,181.57,4947.996206,898407.6712
1572652800,11/2/2019 0:00,ETH/USD,183.41,186.24,181.95,182.72,5148.765801,940782.4872
1572566400,11/1/2019 0:00,ETH/USD,182.08,184.88,177.25,183.42,19320.01999,3543678.066
1572480000,10/31/2019 0:00,ETH/USD,183.7,185.47,177.57,182.69,26791.8279,4894599.039
1572393600,10/30/2019 0:00,ETH/USD,190.81,192.15,180.08,183.31,28814.20639,5281932.173
1572307200,10/29/2019 0:00,ETH/USD,181.94,193.24,181.66,190.95,39975.47231,7633316.437
1572220800,10/28/2019 0:00,ETH/USD,184.36,189.91,180.8,181.98,30477.19223,5546239.443
1572134400,10/27/2019 0:00,ETH/USD,180.28,189.22,176.84,184.34,20108.67064,3706832.345
1572048000,10/26/2019 0:00,ETH/USD,182.1,198.97,173.62,179.93,61819.68201,11123215.38
1571961600,10/25/2019 0:00,ETH/USD,160.79,187.78,160.42,181.51,55616.45281,10094942.35
1571875200,10/24/2019 0:00,ETH/USD,162.39,164,158.85,160.66,30456.70438,4893174.126
1571788800,10/23/2019 0:00,ETH/USD,171.13,171.53,153.21,162.49,58624.30434,9525863.213
1571702400,10/22/2019 0:00,ETH/USD,174.43,175.5,170.47,171.29,12238.90474,2096401.992
1571616000,10/21/2019 0:00,ETH/USD,175.5,178.19,171.72,174.24,29318.87011,5108519.928
1571529600,10/20/2019 0:00,ETH/USD,172.16,176.8,169.23,175.62,13462.25484,2364241.195
1571443200,10/19/2019 0:00,ETH/USD,173.06,175.06,169.66,172.08,12433.57585,2139569.732
1571356800,10/18/2019 0:00,ETH/USD,177.43,177.48,168.34,173.21,28940.88047,5012849.906
1571270400,10/17/2019 0:00,ETH/USD,174.52,179.17,172.78,177.51,20128.53513,3573016.272
1571184000,10/16/2019 0:00,ETH/USD,180.55,181.2,171.39,174.75,23464.71973,4100459.773
1571097600,10/15/2019 0:00,ETH/USD,187.04,188.52,177.27,180.67,38920.9836,7031854.108
1571011200,10/14/2019 0:00,ETH/USD,180.96,187.89,180.67,186.74,18627.04024,3478413.495
1570924800,10/13/2019 0:00,ETH/USD,179.97,184.85,178.34,181.18,13778.96969,2496473.729
1570838400,10/12/2019 0:00,ETH/USD,180.86,184.87,177.23,180.02,14326.33987,2579027.703
1570752000,10/11/2019 0:00,ETH/USD,191.69,197.9,178.91,180.84,57502.90439,10398825.23
1570665600,10/10/2019 0:00,ETH/USD,193.39,194.81,187.3,191.64,20692.2169,3965456.447
1570579200,10/9/2019 0:00,ETH/USD,180.91,196,179.14,193.18,56852.89417,10982842.1
1570492800,10/8/2019 0:00,ETH/USD,180.49,185.3,176.88,180.73,22906.32786,4139860.634
1570406400,10/7/2019 0:00,ETH/USD,170.17,182.68,168.71,180.23,32314.80588,5824097.464
1570320000,10/6/2019 0:00,ETH/USD,176.57,177.18,167.08,170.12,23700.64213,4031953.24
1570233600,10/5/2019 0:00,ETH/USD,175.55,177.03,172,176.63,10735.52756,1896216.233
1570147200,10/4/2019 0:00,ETH/USD,175.05,179.51,170.9,176.49,23577.599,4161210.447
1570060800,10/3/2019 0:00,ETH/USD,181.2,181.22,169.54,175.02,24580.61171,4302098.661
1569974400,10/2/2019 0:00,ETH/USD,176.21,181.9,174.27,180.86,22928.14867,4146784.969
1569888000,10/1/2019 0:00,ETH/USD,181.37,185.82,173.92,176.2,47029.2822,8286559.524
1569801600,9/30/2019 0:00,ETH/USD,169.47,181.8,165.2,181.34,55631.94926,10088297.68
1569715200,9/29/2019 0:00,ETH/USD,173.98,174.92,164.3,169.42,20815.46795,3526556.58
1569628800,9/28/2019 0:00,ETH/USD,174,175.88,168.5,173.8,25478.76466,4428209.298
1569542400,9/27/2019 0:00,ETH/USD,166.32,177.36,161.05,173.79,61713.50418,10725189.89
1569456000,9/26/2019 0:00,ETH/USD,169.84,171,152.26,165.71,77921.91673,12912440.82
1569369600,9/25/2019 0:00,ETH/USD,166.17,175.06,162.27,169.97,48531.67144,8248928.194
1569283200,9/24/2019 0:00,ETH/USD,201.16,202.73,152.71,166.9,176405.1034,29442011.75
1569196800,9/23/2019 0:00,ETH/USD,211.46,211.71,198.34,201.04,41939.02914,8431422.418
1569110400,9/22/2019 0:00,ETH/USD,215.29,215.32,206.06,211.17,32596.66026,6883436.748
1569024000,9/21/2019 0:00,ETH/USD,218.43,221.17,213.51,214.77,32587.22875,6998759.12
1568937600,9/20/2019 0:00,ETH/USD,221.27,222.01,211.55,218.11,33764.64714,7364407.187
1568851200,9/19/2019 0:00,ETH/USD,210.04,224.68,201.88,220.78,58435.33076,12901352.33
1568764800,9/18/2019 0:00,ETH/USD,207.98,217.42,207.89,210.25,45553.48367,9577619.941
1568678400,9/17/2019 0:00,ETH/USD,197.75,215.26,196.04,207.83,89452.00502,18590810.2
1568592000,9/16/2019 0:00,ETH/USD,189.34,199.54,188.4,197.82,48811.82154,9655954.536
1568505600,9/15/2019 0:00,ETH/USD,188.93,190.88,186.46,189.54,14365.35472,2722809.334
1568419200,9/14/2019 0:00,ETH/USD,181.5,189.21,180.17,188.73,14895.15129,2811161.903
1568332800,9/13/2019 0:00,ETH/USD,181.35,181.94,177.59,181.3,10565.86754,1915591.784
1568246400,9/12/2019 0:00,ETH/USD,178.42,182.7,176.45,180.72,8542.76812,1543849.055
1568160000,9/11/2019 0:00,ETH/USD,179.84,182.32,173.9,178.33,20571.09571,3668443.498
1568073600,9/10/2019 0:00,ETH/USD,180.62,184.59,176.38,179.76,12195.58192,2192277.806
1567987200,9/9/2019 0:00,ETH/USD,181.49,187.99,175.83,180.57,20240.8509,3654890.446
1567900800,9/8/2019 0:00,ETH/USD,178.49,184.48,176.36,181.48,18341.34547,3328587.376
1567814400,9/7/2019 0:00,ETH/USD,169.12,181.07,168.33,178.3,14787.77909,2636661.012
1567728000,9/6/2019 0:00,ETH/USD,173.87,178.65,165,169.09,23738.88339,4014007.792
1567641600,9/5/2019 0:00,ETH/USD,174.75,177.77,169.59,174.62,14054.53541,2454202.973
1567555200,9/4/2019 0:00,ETH/USD,178.57,180.28,173.35,174.91,19408.0568,3394663.215
1567468800,9/3/2019 0:00,ETH/USD,178.77,183.06,174.03,178.91,21869.68422,3912705.203
1567382400,9/2/2019 0:00,ETH/USD,171.48,181.93,170.45,178.75,14905.81387,2664414.228
1567296000,9/1/2019 0:00,ETH/USD,172,173.75,167.65,171.27,6806.084842,1165678.151
1567209600,8/31/2019 0:00,ETH/USD,168.12,174.83,165.9,171.87,6378.061754,1096197.474
1567123200,8/30/2019 0:00,ETH/USD,169.04,170.35,165.51,168.33,11519.66474,1939105.166
1567036800,8/29/2019 0:00,ETH/USD,172.65,173.76,163.62,168.92,35128.40697,5933890.506
1566950400,8/28/2019 0:00,ETH/USD,186.86,187.97,165.84,172.83,41961.67077,7252235.56
1566864000,8/27/2019 0:00,ETH/USD,188.13,188.95,184.5,187.45,16961.71519,3179473.511
1566777600,8/26/2019 0:00,ETH/USD,186.83,194.66,185.66,188.38,22285.75099,4198189.772
1566691200,8/25/2019 0:00,ETH/USD,190.72,192.63,182.98,186.45,12263.42382,2286515.37
1566604800,8/24/2019 0:00,ETH/USD,194.32,194.32,185.89,191.06,9114.07158,1741334.516
1566518400,8/23/2019 0:00,ETH/USD,190.27,197.6,188.72,194.51,39229.16101,7630464.109
1566432000,8/22/2019 0:00,ETH/USD,187.66,195.07,182.56,190.81,32391.35628,6180594.693
1566345600,8/21/2019 0:00,ETH/USD,196.53,197.03,180,187.17,30050.27179,5624509.371
1566259200,8/20/2019 0:00,ETH/USD,202.4,202.87,194.45,196.41,21897.29856,4300848.41
1566172800,8/19/2019 0:00,ETH/USD,194.54,203.68,192.85,202.4,41032.48796,8304975.564
1566086400,8/18/2019 0:00,ETH/USD,185.77,198,183.27,194.72,26562.94486,5172336.622
1566000000,8/17/2019 0:00,ETH/USD,185.5,186.83,182,185.51,19830.26378,3678712.234
1565913600,8/16/2019 0:00,ETH/USD,188.03,188.09,178,185.27,38098.92725,7058588.252
1565827200,8/15/2019 0:00,ETH/USD,186.43,189.91,173.35,188.31,88892.53393,16739353.06
1565740800,8/14/2019 0:00,ETH/USD,208.44,209.17,181.5,186.12,59453.51155,11065487.57
1565654400,8/13/2019 0:00,ETH/USD,211.16,211.27,202.86,208.49,30559.20215,6371288.056
1565568000,8/12/2019 0:00,ETH/USD,216.11,216.38,209.27,211.18,14895.14807,3145557.369
1565481600,8/11/2019 0:00,ETH/USD,205.99,216.54,205.73,216.02,24013.33124,5187359.814
1565395200,8/10/2019 0:00,ETH/USD,210.63,214.82,198.23,206.46,15711.9305,3243885.172
1565308800,8/9/2019 0:00,ETH/USD,221.04,221.3,206.68,210.59,42137.2752,8873688.784
1565222400,8/8/2019 0:00,ETH/USD,226.17,226.51,214.7,220.97,70187.46124,15509323.31
1565136000,8/7/2019 0:00,ETH/USD,225.84,231.17,220.24,226,39146.00249,8846996.562
1565049600,8/6/2019 0:00,ETH/USD,232.76,239.62,222.35,225.92,57300.42946,12945313.02
1564963200,8/5/2019 0:00,ETH/USD,223.39,237.29,223.39,232.92,32110.42831,7479160.963
1564876800,8/4/2019 0:00,ETH/USD,222.04,223.76,217.42,223,7621.873071,1699677.695
1564790400,8/3/2019 0:00,ETH/USD,217.63,224.8,216.58,222.03,13214.20149,2933949.157
1564704000,8/2/2019 0:00,ETH/USD,217.53,222.98,214.74,217.62,21577.24338,4695639.705
1564617600,8/1/2019 0:00,ETH/USD,218.87,219.43,210.98,217.72,21094.47587,4592689.286
1564531200,7/31/2019 0:00,ETH/USD,209.65,218.9,209.65,218.68,23170.60115,5066947.059
1564444800,7/30/2019 0:00,ETH/USD,211.24,214.89,204.08,209.81,14993.06601,3145695.181
1564358400,7/29/2019 0:00,ETH/USD,211.48,215.49,205.51,210.81,19892.38363,4193513.393
1564272000,7/28/2019 0:00,ETH/USD,207.51,213.34,197.81,211.14,22667.40485,4785995.86
1564185600,7/27/2019 0:00,ETH/USD,218.89,223.74,202.01,206.88,35797.79285,7405847.385
1564099200,7/26/2019 0:00,ETH/USD,219.09,220.87,212.51,219.21,21607.7581,4736636.652
1564012800,7/25/2019 0:00,ETH/USD,216.48,226,215.51,219.17,21710.10765,4758204.294
1563926400,7/24/2019 0:00,ETH/USD,211.99,218.22,200.59,216.57,56495.52681,12235236.24
1563840000,7/23/2019 0:00,ETH/USD,216.75,219.23,208.5,211.96,29596.26722,6273224.8
1563753600,7/22/2019 0:00,ETH/USD,226.15,228.3,211.34,217.13,42402.26644,9206804.112
1563667200,7/21/2019 0:00,ETH/USD,228.11,229.78,217.24,225.28,18006.45678,4056494.583
1563580800,7/20/2019 0:00,ETH/USD,221.42,236.52,220.35,228.66,30788.90455,7040190.914
1563494400,7/19/2019 0:00,ETH/USD,226.1,226.66,213.15,221.34,37729.77177,8351107.683
1563408000,7/18/2019 0:00,ETH/USD,211.82,230.01,206.32,226.03,54700.27207,12363902.5
1563321600,7/17/2019 0:00,ETH/USD,198.7,220,192.01,211.47,77380.77506,16363712.5
1563235200,7/16/2019 0:00,ETH/USD,228.29,234.68,190.41,198.44,110190.1493,21866133.22
1563148800,7/15/2019 0:00,ETH/USD,226.25,235.76,202.27,228.65,91567.67684,20936949.31
1563062400,7/14/2019 0:00,ETH/USD,269.23,269.84,191.91,225.89,102720.8594,23203614.93
1562976000,7/13/2019 0:00,ETH/USD,275.67,275.9,261.97,269.06,27792.38974,7477820.383
1562889600,7/12/2019 0:00,ETH/USD,268.79,279.67,265.91,275.66,39207.45015,10807925.71
1562803200,7/11/2019 0:00,ETH/USD,288.18,288.18,262.02,269.01,65312.69034,17569766.83
1562716800,7/10/2019 0:00,ETH/USD,307.38,314.98,280.19,288.73,82527.78385,23828247.03
1562630400,7/9/2019 0:00,ETH/USD,313.11,318.7,302.95,307.6,66019.51319,20307602.26
1562544000,7/8/2019 0:00,ETH/USD,306.9,315,302.38,313.21,43924.56482,13757612.95
1562457600,7/7/2019 0:00,ETH/USD,287.65,310.7,284.01,306.59,41312.6275,12666038.47
1562371200,7/6/2019 0:00,ETH/USD,287.76,298.16,285.05,287.65,23747.76295,6831044.013
1562284800,7/5/2019 0:00,ETH/USD,282.32,295.17,280,287.95,48468.59264,13956531.25
1562198400,7/4/2019 0:00,ETH/USD,302.19,304,280.28,282.77,33386.22341,9440622.393
1562112000,7/3/2019 0:00,ETH/USD,291.59,303.5,289.46,301.98,48445.03827,14629432.66
1562025600,7/2/2019 0:00,ETH/USD,293.68,296.09,271.03,291.36,74716.32099,21769347.28
1561939200,7/1/2019 0:00,ETH/USD,290.45,301.28,261.38,293.81,70308.87656,20657451.02
1561852800,6/30/2019 0:00,ETH/USD,317,323,285.77,289.95,54442.23222,15785525.23
1561766400,6/29/2019 0:00,ETH/USD,309.28,323.8,291.12,318,52952.31245,16838835.36
1561680000,6/28/2019 0:00,ETH/USD,293.78,312.77,288,309.87,65975.00355,20443674.35
1561593600,6/27/2019 0:00,ETH/USD,334.49,343.44,274.23,293.57,163007.0106,47853968.1
1561507200,6/26/2019 0:00,ETH/USD,316.26,363.18,310,334.78,160023.0638,53572521.28
1561420800,6/25/2019 0:00,ETH/USD,311.12,317.55,305.81,316.88,30194.94105,9568172.921
1561334400,6/24/2019 0:00,ETH/USD,305.93,313.42,295.38,310.98,40545.92025,12608970.28
1561248000,6/23/2019 0:00,ETH/USD,308.87,318.28,303.59,306.39,35865.56884,10988851.64
1561161600,6/22/2019 0:00,ETH/USD,296.14,315.4,293.39,308.32,75170.34168,23176519.75
1561075200,6/21/2019 0:00,ETH/USD,272.21,297.1,272.21,295.93,76545.37106,22652071.66
1560988800,6/20/2019 0:00,ETH/USD,268.99,274.55,266.38,272.01,24265.84361,6600552.12
1560902400,6/19/2019 0:00,ETH/USD,264.17,270.35,263.41,269,35116.83754,9446429.297
1560816000,6/18/2019 0:00,ETH/USD,273.74,274.03,260.58,264.24,66608.95789,17600751.03
1560729600,6/17/2019 0:00,ETH/USD,268.41,275.83,267.65,273.94,48515.99719,13290472.27
1560643200,6/16/2019 0:00,ETH/USD,269.27,279.2,263.2,268.19,54620.71412,14648729.32
1560556800,6/15/2019 0:00,ETH/USD,263.75,273.64,261.71,269.29,41924.19009,11289765.15
1560470400,6/14/2019 0:00,ETH/USD,255.45,266.29,252.33,263.71,32537.84553,8580555.245
1560384000,6/13/2019 0:00,ETH/USD,262.73,264.5,254.18,255.14,45756.74422,11674375.72
1560297600,6/12/2019 0:00,ETH/USD,245.46,263.68,243,262.54,55099.49903,14465822.48
1560211200,6/11/2019 0:00,ETH/USD,247.85,249.53,236.91,245.25,34471.81069,8454211.571
1560124800,6/10/2019 0:00,ETH/USD,231.27,248.72,227.47,247.81,45937.80183,11383846.67
1560038400,6/9/2019 0:00,ETH/USD,244.1,245.71,223,231.73,41047.32388,9511896.364
1559952000,6/8/2019 0:00,ETH/USD,249.35,250.96,241.57,244.43,13387.45834,3272296.442
1559865600,6/7/2019 0:00,ETH/USD,249.55,254.57,244.92,249.35,37523.33581,9356443.784
1559779200,6/6/2019 0:00,ETH/USD,245.57,251.22,235.33,249.46,35865.43785,8946992.126
1559692800,6/5/2019 0:00,ETH/USD,240.97,249.3,237.66,246.18,36219.99695,8916638.85
1559606400,6/4/2019 0:00,ETH/USD,249.16,250.99,232.2,240.66,84454.03145,20324707.21
1559520000,6/3/2019 0:00,ETH/USD,269.28,270.36,247.11,249.5,58285.48436,14542228.35
1559433600,6/2/2019 0:00,ETH/USD,264.04,274.7,264.04,269.42,29984.15615,8078331.35
1559347200,6/1/2019 0:00,ETH/USD,268.37,274.86,260.88,264.56,33251.55958,8797032.602
1559260800,5/31/2019 0:00,ETH/USD,254.37,268.86,245.07,267.07,76425.39996,20410931.57
1559174400,5/30/2019 0:00,ETH/USD,269.35,289.04,239.33,254.37,115975.6043,29500714.48
1559088000,5/29/2019 0:00,ETH/USD,270.89,274.47,256.56,269.29,42713.25666,11502252.89
1559001600,5/28/2019 0:00,ETH/USD,271.18,276.51,265.37,271,42169.42181,11427913.31
1558915200,5/27/2019 0:00,ETH/USD,268.5,279.98,264.75,271.79,78270.56372,21273156.51
1558828800,5/26/2019 0:00,ETH/USD,251.38,272.9,245.98,268.21,51946.76011,13932640.53
1558742400,5/25/2019 0:00,ETH/USD,249.64,259.01,248.34,251.95,32954.57506,8302905.186
1558656000,5/24/2019 0:00,ETH/USD,245.65,256.33,242.44,249.65,62644.72171,15639254.78
1558569600,5/23/2019 0:00,ETH/USD,243.56,248.48,231.2,245.79,70346.84503,17290551.04
1558483200,5/22/2019 0:00,ETH/USD,254.68,261.41,239.59,243.64,90073.83594,21945589.39
1558396800,5/21/2019 0:00,ETH/USD,252.51,264.56,247.67,254.77,79133.7692,20160910.38
1558310400,5/20/2019 0:00,ETH/USD,260.71,260.71,238.88,252.38,82902.07126,20922824.74
1558224000,5/19/2019 0:00,ETH/USD,233.41,264.76,232.58,261.34,94555.01291,24711007.07
1558137600,5/18/2019 0:00,ETH/USD,244.55,248.33,231.2,234.03,43368.92291,10149629.03
1558051200,5/17/2019 0:00,ETH/USD,264.5,269.55,214,244.09,201085.3188,49082915.48
1557964800,5/16/2019 0:00,ETH/USD,248.87,281,242,264.51,271581.7012,71836075.78
1557878400,5/15/2019 0:00,ETH/USD,217.48,250.8,217.29,248.79,169027.3185,42052306.57
1557792000,5/14/2019 0:00,ETH/USD,196.37,220.99,194.99,217.5,158567.5612,34488444.55
1557705600,5/13/2019 0:00,ETH/USD,188.07,208.9,185.64,196.47,134219.1189,26370030.28
1557619200,5/12/2019 0:00,ETH/USD,192,204.19,182.64,188.26,142728.7784,26870119.82
1557532800,5/11/2019 0:00,ETH/USD,172.21,207,172.04,192,175770.8635,33748005.79
1557446400,5/10/2019 0:00,ETH/USD,170.28,176.12,167.41,172.3,79481.09959,13694593.46
1557360000,5/9/2019 0:00,ETH/USD,169.69,173.5,165.23,170.18,48059.874,8178829.357
1557273600,5/8/2019 0:00,ETH/USD,166.32,172.01,162.25,169.61,65393.85933,11091452.48
1557187200,5/7/2019 0:00,ETH/USD,171.21,180.74,165.02,166.15,114664.7313,19051545.11
1557100800,5/6/2019 0:00,ETH/USD,161.36,175.98,157.63,171.21,85969.26068,14718797.12
1557014400,5/5/2019 0:00,ETH/USD,162.01,163.58,155.47,161.35,25386.67597,4096140.168
1556928000,5/4/2019 0:00,ETH/USD,164.82,169,157.75,161.95,57801.24819,9360912.144
1556841600,5/3/2019 0:00,ETH/USD,158.52,169,157.7,164.82,69970.42077,11532524.75
1556755200,5/2/2019 0:00,ETH/USD,158.48,160.78,155.2,158.52,23265.0779,3687980.149
1556668800,5/1/2019 0:00,ETH/USD,160.27,162.82,156.52,158.3,31495.31363,4985708.148
1556582400,4/30/2019 0:00,ETH/USD,152.46,161.17,152.44,160.06,39828.77911,6374994.385
1556496000,4/29/2019 0:00,ETH/USD,152.99,154.6,148.1,152.42,33614.90071,5123583.167
1556409600,4/28/2019 0:00,ETH/USD,155.71,156.49,152.33,153.13,27662.23914,4235918.68
1556323200,4/27/2019 0:00,ETH/USD,153.7,158.55,152.5,155.68,29264.71994,4555931.6
1556236800,4/26/2019 0:00,ETH/USD,152.04,155.78,148.6,153.1,64658.70101,9899247.125
1556150400,4/25/2019 0:00,ETH/USD,165.49,166.33,146.17,152,82295.76927,12508956.93
1556064000,4/24/2019 0:00,ETH/USD,170.2,171.07,160.28,165.74,70627.4524,11705793.96
1555977600,4/23/2019 0:00,ETH/USD,171.4,177.07,168.7,170.3,69287.71497,11799697.86
1555891200,4/22/2019 0:00,ETH/USD,169.62,174,168.32,171.47,37737.22804,6470802.492
1555804800,4/21/2019 0:00,ETH/USD,173.72,174.29,166.13,169.87,26715.75661,4538205.576
1555718400,4/20/2019 0:00,ETH/USD,173.99,177.92,170.75,173.5,18828.90187,3266814.475
1555632000,4/19/2019 0:00,ETH/USD,174.01,174.33,169.09,173.66,30458.13065,5289358.969
1555545600,4/18/2019 0:00,ETH/USD,166.46,176.37,166.08,174.17,53731.45113,9358406.843
1555459200,4/17/2019 0:00,ETH/USD,166.05,168.67,164.44,166.74,37151.43562,6194630.375
1555372800,4/16/2019 0:00,ETH/USD,159.92,168.08,159.47,166.52,38535.22657,6416885.929
1555286400,4/15/2019 0:00,ETH/USD,168,169.57,156.02,159.91,56905.78585,9099804.215
1555200000,4/14/2019 0:00,ETH/USD,164.26,169.36,161.5,168,25243.01663,4240826.794
1555113600,4/13/2019 0:00,ETH/USD,163.98,166.1,161.85,163.65,18114.24479,2964396.16
1555027200,4/12/2019 0:00,ETH/USD,165.03,167.57,159.17,164.11,56210.43389,9224694.306
1554940800,4/11/2019 0:00,ETH/USD,177.71,178,160.33,164.96,67341.23407,11108609.97
1554854400,4/10/2019 0:00,ETH/USD,175.63,185.71,167,177.7,80893.40797,14374758.6
1554768000,4/9/2019 0:00,ETH/USD,180.71,180.84,174.19,175.59,65106.72052,11432089.06
1554681600,4/8/2019 0:00,ETH/USD,174.93,187.26,173.66,180.72,91552.87113,16545434.87
1554595200,4/7/2019 0:00,ETH/USD,165.82,176.57,164.11,174.9,41923.92788,7332494.987
1554508800,4/6/2019 0:00,ETH/USD,165.62,173.06,160,166,41866.94895,6949913.525
1554422400,4/5/2019 0:00,ETH/USD,157.7,168.64,156.2,166.06,54449.3832,9041864.575
1554336000,4/4/2019 0:00,ETH/USD,160.86,164.97,152.95,157.72,111326.8154,17558465.33
1554249600,4/3/2019 0:00,ETH/USD,164.65,180.03,152.42,160.89,196372.0747,31594303.09
1554163200,4/2/2019 0:00,ETH/USD,141.02,168.72,140.7,164.58,179781.7824,29588485.74
1554076800,4/1/2019 0:00,ETH/USD,141.02,142.95,138.27,141,39721.87714,5600784.677
